👩🏾‍🏫	woman teacher: medium-dark skin tone	女老师: 中等-深肤色	woman teacher medium dark skin tone | 女老师 中等 深肤色 | instructor | lecturer | medium dark skin tone | professor | teacher | woman | 中等 深肤色 | 女 | 女老师 | 教师 | 教授 | 老师
👩🏿‍🏫	woman teacher: dark skin tone	女老师: 较深肤色	woman teacher dark skin tone | 女老师 较深肤色 | dark skin tone | instructor | lecturer | professor | teacher | woman | 女 | 女老师 | 教师 | 教授 | 老师 | 较深肤色
🧑‍⚖️	judge	法官	judge | 法官 | justice | law | scales | 法律
🧑🏻‍⚖️	judge: light skin tone	法官: 较浅肤色	judge light skin tone | 法官 较浅肤色 | judge | justice | law | light skin tone | scales | 法官 | 法律 | 较浅肤色
🧑🏼‍⚖️	judge: medium-light skin tone	法官: 中等-浅肤色	judge medium light skin tone | 法官 中等 浅肤色 | judge | justice | law | medium light skin tone | scales | 中等 浅肤色 | 法官 | 法律
🧑🏽‍⚖️	judge: medium skin tone	法官: 中等肤色	judge medium skin tone | 法官 中等肤色 | judge | justice | law | medium skin tone | scales | 中等肤色 | 法官 | 法律
🧑🏾‍⚖️	judge: medium-dark skin tone	法官: 中等-深肤色	judge medium dark skin tone | 法官 中等 深肤色 | judge | justice | law | medium dark skin tone | scales | 中等 深肤色 | 法官 | 法律
🧑🏿‍⚖️	judge: dark skin tone	法官: 较深肤色	judge dark skin tone | 法官 较深肤色 | dark skin tone | judge | justice | law | scales | 法官 | 法律 | 较深肤色
👨‍⚖️	man judge	男法官	man judge | 男法官 | judge | justice | law | man | scales | 正义 | 法官 | 法律 | 男
👨🏻‍⚖️	man judge: light skin tone	男法官: 较浅肤色	man judge light skin tone | 男法官 较浅肤色 | judge | justice | law | light skin tone | man | scales | 正义 | 法官 | 法律 | 男 | 男法官 | 较浅肤色
👨🏼‍⚖️	man judge: medium-light skin tone	男法官: 中等-浅肤色	man judge medium light skin tone | 男法官 中等 浅肤色 | judge | justice | law | man | medium light skin tone | scales | 中等 浅肤色 | 正义 | 法官 | 法律 | 男 | 男法官
👨🏽‍⚖️	man judge: medium skin tone	男法官: 中等肤色	man judge medium skin tone | 男法官 中等肤色 | judge | justice | law | man | medium skin tone | scales | 中等肤色 | 正义 | 法官 | 法律 | 男 | 男法官
👨🏾‍⚖️	man judge: medium-dark skin tone	男法官: 中等-深肤色	man judge medium dark skin tone | 男法官 中等 深肤色 | judge | justice | law | man | medium dark skin tone | scales | 中等 深肤色 | 正义 | 法官 | 法律 | 男 | 男法官
👨🏿‍⚖️	man judge: dark skin tone	男法官: 较深肤色	man judge dark skin tone | 男法官 较深肤色 | dark skin tone | judge | justice | law | man | scales | 正义 | 法官 | 法律 | 男 | 男法官 | 较深肤色
👩‍⚖️	woman judge	女法官	woman judge | 女法官 | judge | justice | law | scales | woman | 女 | 正义 | 法官 | 法律
👩🏻‍⚖️	woman judge: light skin tone	女法官: 较浅肤色	woman judge light skin tone | 女法官 较浅肤色 | judge | justice | law | light skin tone | scales | woman | 女 | 女法官 | 正义 | 法官 | 法律 | 较浅肤色
👩🏼‍⚖️	woman judge: medium-light skin tone	女法官: 中等-浅肤色	woman judge medium light skin tone | 女法官 中等 浅肤色 | judge | justice | law | medium light skin tone | scales | woman | 中等 浅肤色 | 女 | 女法官 | 正义 | 法官 | 法律
👩🏽‍⚖️	woman judge: medium skin tone	女法官: 中等肤色	woman judge medium skin tone | 女法官 中等肤色 | judge | justice | law | medium skin tone | scales | woman | 中等肤色 | 女 | 女法官 | 正义 | 法官 | 法律
👩🏾‍⚖️	woman judge: medium-dark skin tone	女法官: 中等-深肤色	woman judge medium dark skin tone | 女法官 中等 深肤色 | judge | justice | law | medium dark skin tone | scales | woman | 中等 深肤色 | 女 | 女法官 | 正义 | 法官 | 法律
👩🏿‍⚖️	woman judge: dark skin tone	女法官: 较深肤色	woman judge dark skin tone | 女法官 较深肤色 | dark skin tone | judge | justice | law | scales | woman | 女 | 女法官 | 正义 | 法官 | 法律 | 较深肤色
🧑‍🌾	farmer	农民	farmer | 农民 | gardener | rancher | 园丁
🧑🏻‍🌾	farmer: light skin tone	农民: 较浅肤色	farmer light skin tone | 农民 较浅肤色 | farmer | gardener | light skin tone | rancher | 农民 | 园丁 | 较浅肤色
🧑🏼‍🌾	farmer: medium-light skin tone	农民: 中等-浅肤色	farmer medium light skin tone | 农民 中等 浅肤色 | farmer | gardener | medium light skin tone | rancher | 中等 浅肤色 | 农民 | 园丁
🧑🏽‍🌾	farmer: medium skin tone	农民: 中等肤色	farmer medium skin tone | 农民 中等肤色 | farmer | gardener | medium skin tone | rancher | 中等肤色 | 农民 | 园丁
🧑🏾‍🌾	farmer: medium-dark skin tone	农民: 中等-深肤色	farmer medium dark skin tone | 农民 中等 深肤色 | farmer | gardener | medium dark skin tone | rancher | 中等 深肤色 | 农民 | 园丁
🧑🏿‍🌾	farmer: dark skin tone	农民: 较深肤色	farmer dark skin tone | 农民 较深肤色 | dark skin tone | farmer | gardener | rancher | 农民 | 园丁 | 较深肤色
👨‍🌾	man farmer	农夫	man farmer | 农夫 | farmer | gardener | man | rancher | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男
👨🏻‍🌾	man farmer: light skin tone	农夫: 较浅肤色	man farmer light skin tone | 农夫 较浅肤色 | farmer | gardener | light skin tone | man | rancher | 农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男 | 较浅肤色
👨🏼‍🌾	man farmer: medium-light skin tone	农夫: 中等-浅肤色	man farmer medium light skin tone | 农夫 中等 浅肤色 | farmer | gardener | man | medium light skin tone | rancher | 中等 浅肤色 | 农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男
👨🏽‍🌾	man farmer: medium skin tone	农夫: 中等肤色	man farmer medium skin tone | 农夫 中等肤色 | farmer | gardener | man | medium skin tone | rancher | 中等肤色 | 农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男
👨🏾‍🌾	man farmer: medium-dark skin tone	农夫: 中等-深肤色	man farmer medium dark skin tone | 农夫 中等 深肤色 | farmer | gardener | man | medium dark skin tone | rancher | 中等 深肤色 | 农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男
👨🏿‍🌾	man farmer: dark skin tone	农夫: 较深肤色	man farmer dark skin tone | 农夫 较深肤色 | dark skin tone | farmer | gardener | man | rancher | 农夫 | 农民 | 园丁 | 牧场主人 | 牧场工人 | 男 | 较深肤色
👩‍🌾	woman farmer	农妇	woman farmer | 农妇 | farmer | gardener | rancher | woman | 农民 | 园丁 | 女 | 牧场主人 | 牧场工
👩🏻‍🌾	woman farmer: light skin tone	农妇: 较浅肤色	woman farmer light skin tone | 农妇 较浅肤色 | farmer | gardener | light skin tone | rancher | woman | 农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工 | 较浅肤色
👩🏼‍🌾	woman farmer: medium-light skin tone	农妇: 中等-浅肤色	woman farmer medium light skin tone | 农妇 中等 浅肤色 | farmer | gardener | medium light skin tone | rancher | woman | 中等 浅肤色 | 农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工
👩🏽‍🌾	woman farmer: medium skin tone	农妇: 中等肤色	woman farmer medium skin tone | 农妇 中等肤色 | farmer | gardener | medium skin tone | rancher | woman | 中等肤色 | 农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工
👩🏾‍🌾	woman farmer: medium-dark skin tone	农妇: 中等-深肤色	woman farmer medium dark skin tone | 农妇 中等 深肤色 | farmer | gardener | medium dark skin tone | rancher | woman | 中等 深肤色 | 农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工
👩🏿‍🌾	woman farmer: dark skin tone	农妇: 较深肤色	woman farmer dark skin tone | 农妇 较深肤色 | dark skin tone | farmer | gardener | rancher | woman | 农妇 | 农民 | 园丁 | 女 | 牧场主人 | 牧场工 | 较深肤色
🧑‍🍳	cook	厨师	cook | 厨师 | chef | 做饭 | 大厨
🧑🏻‍🍳	cook: light skin tone	厨师: 较浅肤色	cook light skin tone | 厨师 较浅肤色 | chef | cook | light skin tone | 做饭 | 厨师 | 大厨 | 较浅肤色
🧑🏼‍🍳	cook: medium-light skin tone	厨师: 中等-浅肤色	cook medium light skin tone | 厨师 中等 浅肤色 | chef | cook | medium light skin tone | 中等 浅肤色 | 做饭 | 厨师 | 大厨
🧑🏽‍🍳	cook: medium skin tone	厨师: 中等肤色	cook medium skin tone | 厨师 中等肤色 | chef | cook | medium skin tone | 中等肤色 | 做饭 | 厨师 | 大厨
🧑🏾‍🍳	cook: medium-dark skin tone	厨师: 中等-深肤色	cook medium dark skin tone | 厨师 中等 深肤色 | chef | cook | medium dark skin tone | 中等 深肤色 | 做饭 | 厨师 | 大厨
🧑🏿‍🍳	cook: dark skin tone	厨师: 较深肤色	cook dark skin tone | 厨师 较深肤色 | chef | cook | dark skin tone | 做饭 | 厨师 | 大厨 | 较深肤色
👨‍🍳	man cook	男厨师	man cook | 男厨师 | chef | cook | man | 做饭 | 厨师 | 大厨 | 男
👨🏻‍🍳	man cook: light skin tone	男厨师: 较浅肤色	man cook light skin tone | 男厨师 较浅肤色 | chef | cook | light skin tone | man | 做饭 | 厨师 | 大厨 | 男 | 男厨师 | 较浅肤色
👨🏼‍🍳	man cook: medium-light skin tone	男厨师: 中等-浅肤色	man cook medium light skin tone | 男厨师 中等 浅肤色 | chef | cook | man | medium light skin tone | 中等 浅肤色 | 做饭 | 厨师 | 大厨 | 男 | 男厨师
👨🏽‍🍳	man cook: medium skin tone	男厨师: 中等肤色	man cook medium skin tone | 男厨师 中等肤色 | chef | cook | man | medium skin tone | 中等肤色 | 做饭 | 厨师 | 大厨 | 男 | 男厨师
👨🏾‍🍳	man cook: medium-dark skin tone	男厨师: 中等-深肤色	man cook medium dark skin tone | 男厨师 中等 深肤色 | chef | cook | man | medium dark skin tone | 中等 深肤色 | 做饭 | 厨师 | 大厨 | 男 | 男厨师
👨🏿‍🍳	man cook: dark skin tone	男厨师: 较深肤色	man cook dark skin tone | 男厨师 较深肤色 | chef | cook | dark skin tone | man | 做饭 | 厨师 | 大厨 | 男 | 男厨师 | 较深肤色
👩‍🍳	woman cook	女厨师	woman cook | 女厨师 | chef | cook | woman | 做饭 | 厨师 | 大厨 | 女
👩🏻‍🍳	woman cook: light skin tone	女厨师: 较浅肤色	woman cook light skin tone | 女厨师 较浅肤色 | chef | cook | light skin tone | woman | 做饭 | 厨师 | 大厨 | 女 | 女厨师 | 较浅肤色
👩🏼‍🍳	woman cook: medium-light skin tone	女厨师: 中等-浅肤色	woman cook medium light skin tone | 女厨师 中等 浅肤色 | chef | cook | medium light skin tone | woman | 中等 浅肤色 | 做饭 | 厨师 | 大厨 | 女 | 女厨师
👩🏽‍🍳	woman cook: medium skin tone	女厨师: 中等肤色	woman cook medium skin tone | 女厨师 中等肤色 | chef | cook | medium skin tone | woman | 中等肤色 | 做饭 | 厨师 | 大厨 | 女 | 女厨师
👩🏾‍🍳	woman cook: medium-dark skin tone	女厨师: 中等-深肤色	woman cook medium dark skin tone | 女厨师 中等 深肤色 | chef | cook | medium dark skin tone | woman | 中等 深肤色 | 做饭 | 厨师 | 大厨 | 女 | 女厨师
👩🏿‍🍳	woman cook: dark skin tone	女厨师: 较深肤色	woman cook dark skin tone | 女厨师 较深肤色 | chef | cook | dark skin tone | woman | 做饭 | 厨师 | 大厨 | 女 | 女厨师 | 较深肤色
🧑‍🔧	mechanic	技工	mechanic | 技工 | electrician | plumber | tradesperson | 水管工 | 电工
🧑🏻‍🔧	mechanic: light skin tone	技工: 较浅肤色	mechanic light skin tone | 技工 较浅肤色 | electrician | light skin tone | mechanic | plumber | tradesperson | 技工 | 水管工 | 电工 | 较浅肤色
🧑🏼‍🔧	mechanic: medium-light skin tone	技工: 中等-浅肤色	mechanic medium light skin tone | 技工 中等 浅肤色 | electrician | mechanic | medium light skin tone | plumber | tradesperson | 中等 浅肤色 | 技工 | 水管工 | 电工
🧑🏽‍🔧	mechanic: medium skin tone	技工: 中等肤色	mechanic medium skin tone | 技工 中等肤色 | electrician | mechanic | medium skin tone | plumber | tradesperson | 中等肤色 | 技工 | 水管工 | 电工
🧑🏾‍🔧	mechanic: medium-dark skin tone	技工: 中等-深肤色	mechanic medium dark skin tone | 技工 中等 深肤色 | electrician | mechanic | medium dark skin tone | plumber | tradesperson | 中等 深肤色 | 技工 | 水管工 | 电工
🧑🏿‍🔧	mechanic: dark skin tone	技工: 较深肤色	mechanic dark skin tone | 技工 较深肤色 | dark skin tone | electrician | mechanic | plumber | tradesperson | 技工 | 水管工 | 电工 | 较深肤色
👨‍🔧	man mechanic	男技工	man mechanic | 男技工 | electrician | man | mechanic | plumber | tradesperson | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男
👨🏻‍🔧	man mechanic: light skin tone	男技工: 较浅肤色	man mechanic light skin tone | 男技工 较浅肤色 | electrician | light skin tone | man | mechanic | plumber | tradesperson | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工 | 较浅肤色
👨🏼‍🔧	man mechanic: medium-light skin tone	男技工: 中等-浅肤色	man mechanic medium light skin tone | 男技工 中等 浅肤色 | electrician | man | mechanic | medium light skin tone | plumber | tradesperson | 中等 浅肤色 | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工
👨🏽‍🔧	man mechanic: medium skin tone	男技工: 中等肤色	man mechanic medium skin tone | 男技工 中等肤色 | electrician | man | mechanic | medium skin tone | plumber | tradesperson | 中等肤色 | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工
👨🏾‍🔧	man mechanic: medium-dark skin tone	男技工: 中等-深肤色	man mechanic medium dark skin tone | 男技工 中等 深肤色 | electrician | man | mechanic | medium dark skin tone | plumber | tradesperson | 中等 深肤色 | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工
👨🏿‍🔧	man mechanic: dark skin tone	男技工: 较深肤色	man mechanic dark skin tone | 男技工 较深肤色 | dark skin tone | electrician | man | mechanic | plumber | tradesperson | 技工 | 机械工 | 杂工 | 水管工 | 水管工人 | 电工 | 男 | 男技工 | 较深肤色
👩‍🔧	woman mechanic	女技工	woman mechanic | 女技工 | electrician | mechanic | plumber | tradesperson | woman | 修理工 | 女 | 技工 | 水电工 | 水管工 | 水管工人 | 电工
👩🏻‍🔧	woman mechanic: light skin tone	女技工: 较浅肤色	woman mechanic light skin tone | 女技工 较浅肤色 | electrician | light skin tone | mechanic | plumber | tradesperson | woman | 修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工 | 较浅肤色
👩🏼‍🔧	woman mechanic: medium-light skin tone	女技工: 中等-浅肤色	woman mechanic medium light skin tone | 女技工 中等 浅肤色 | electrician | mechanic | medium light skin tone | plumber | tradesperson | woman | 中等 浅肤色 | 修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工
👩🏽‍🔧	woman mechanic: medium skin tone	女技工: 中等肤色	woman mechanic medium skin tone | 女技工 中等肤色 | electrician | mechanic | medium skin tone | plumber | tradesperson | woman | 中等肤色 | 修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工
👩🏾‍🔧	woman mechanic: medium-dark skin tone	女技工: 中等-深肤色	woman mechanic medium dark skin tone | 女技工 中等 深肤色 | electrician | mechanic | medium dark skin tone | plumber | tradesperson | woman | 中等 深肤色 | 修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工
👩🏿‍🔧	woman mechanic: dark skin tone	女技工: 较深肤色	woman mechanic dark skin tone | 女技工 较深肤色 | dark skin tone | electrician | mechanic | plumber | tradesperson | woman | 修理工 | 女 | 女技工 | 技工 | 水电工 | 水管工 | 水管工人 | 电工 | 较深肤色
🧑‍🏭	factory worker	工人	factory worker | 工人 | assembly | factory | industrial | worker | 工业 | 工厂 | 装配
🧑🏻‍🏭	factory worker: light skin tone	工人: 较浅肤色	factory worker light skin tone | 工人 较浅肤色 | assembly | factory | industrial | light skin tone | worker | 工业 | 工人 | 工厂 | 装配 | 较浅肤色
🧑🏼‍🏭	factory worker: medium-light skin tone	工人: 中等-浅肤色	factory worker medium light skin tone | 工人 中等 浅肤色 | assembly | factory | industrial | medium light skin tone | worker | 中等 浅肤色 | 工业 | 工人 | 工厂 | 装配
🧑🏽‍🏭	factory worker: medium skin tone	工人: 中等肤色	factory worker medium skin tone | 工人 中等肤色 | assembly | factory | industrial | medium skin tone | worker | 中等肤色 | 工业 | 工人 | 工厂 | 装配
🧑🏾‍🏭	factory worker: medium-dark skin tone	工人: 中等-深肤色	factory worker medium dark skin tone | 工人 中等 深肤色 | assembly | factory | industrial | medium dark skin tone | worker | 中等 深肤色 | 工业 | 工人 | 工厂 | 装配
🧑🏿‍🏭	factory worker: dark skin tone	工人: 较深肤色	factory worker dark skin tone | 工人 较深肤色 | assembly | dark skin tone | factory | industrial | worker | 工业 | 工人 | 工厂 | 装配 | 较深肤色
👨‍🏭	man factory worker	男工人	man factory worker | 男工人 | assembly | factory | industrial | man | worker | 工业 | 工人 | 工厂 | 男 | 组装工 | 装配
👨🏻‍🏭	man factory worker: light skin tone	男工人: 较浅肤色	man factory worker light skin tone | 男工人 较浅肤色 | assembly | factory | industrial | light skin tone | man | worker | 工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配 | 较浅肤色
👨🏼‍🏭	man factory worker: medium-light skin tone	男工人: 中等-浅肤色	man factory worker medium light skin tone | 男工人 中等 浅肤色 | assembly | factory | industrial | man | medium light skin tone | worker | 中等 浅肤色 | 工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配
👨🏽‍🏭	man factory worker: medium skin tone	男工人: 中等肤色	man factory worker medium skin tone | 男工人 中等肤色 | assembly | factory | industrial | man | medium skin tone | worker | 中等肤色 | 工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配
👨🏾‍🏭	man factory worker: medium-dark skin tone	男工人: 中等-深肤色	man factory worker medium dark skin tone | 男工人 中等 深肤色 | assembly | factory | industrial | man | medium dark skin tone | worker | 中等 深肤色 | 工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配
👨🏿‍🏭	man factory worker: dark skin tone	男工人: 较深肤色	man factory worker dark skin tone | 男工人 较深肤色 | assembly | dark skin tone | factory | industrial | man | worker | 工业 | 工人 | 工厂 | 男 | 男工人 | 组装工 | 装配 | 较深肤色
👩‍🏭	woman factory worker	女工人	woman factory worker | 女工人 | assembly | factory | industrial | woman | worker | 女 | 工业 | 工人 | 工厂 | 装配
👩🏻‍🏭	woman factory worker: light skin tone	女工人: 较浅肤色	woman factory worker light skin tone | 女工人 较浅肤色 | assembly | factory | industrial | light skin tone | woman | worker | 女 | 女工人 | 工业 | 工人 | 工厂 | 装配 | 较浅肤色
👩🏼‍🏭	woman factory worker: medium-light skin tone	女工人: 中等-浅肤色	woman factory worker medium light skin tone | 女工人 中等 浅肤色 | assembly | factory | industrial | medium light skin tone | woman | worker | 中等 浅肤色 | 女 | 女工人 | 工业 | 工人 | 工厂 | 装配
👩🏽‍🏭	woman factory worker: medium skin tone	女工人: 中等肤色	woman factory worker medium skin tone | 女工人 中等肤色 | assembly | factory | industrial | medium skin tone | woman | worker | 中等肤色 | 女 | 女工人 | 工业 | 工人 | 工厂 | 装配
👩🏾‍🏭	woman factory worker: medium-dark skin tone	女工人: 中等-深肤色	woman factory worker medium dark skin tone | 女工人 中等 深肤色 | assembly | factory | industrial | medium dark skin tone | woman | worker | 中等 深肤色 | 女 | 女工人 | 工业 | 工人 | 工厂 | 装配
👩🏿‍🏭	woman factory worker: dark skin tone	女工人: 较深肤色	woman factory worker dark skin tone | 女工人 较深肤色 | assembly | dark skin tone | factory | industrial | woman | worker | 女 | 女工人 | 工业 | 工人 | 工厂 | 装配 | 较深肤色
🧑‍💼	office worker	白领	office worker | 白领 | architect | business | manager | office | white collar | worker | 商人 | 建筑师 | 经理
🧑🏻‍💼	office worker: light skin tone	白领: 较浅肤色	office worker light skin tone | 白领 较浅肤色 | architect | business | light skin tone | manager | office | white collar | worker | 商人 | 建筑师 | 白领 | 经理 | 较浅肤色
🧑🏼‍💼	office worker: medium-light skin tone	白领: 中等-浅肤色	office worker medium light skin tone | 白领 中等 浅肤色 | architect | business | manager | medium light skin tone | office | white collar | worker | 中等 浅肤色 | 商人 | 建筑师 | 白领 | 经理
🧑🏽‍💼	office worker: medium skin tone	白领: 中等肤色	office worker medium skin tone | 白领 中等肤色 | architect | business | manager | medium skin tone | office | white collar | worker | 中等肤色 | 商人 | 建筑师 | 白领 | 经理
🧑🏾‍💼	office worker: medium-dark skin tone	白领: 中等-深肤色	office worker medium dark skin tone | 白领 中等 深肤色 | architect | business | manager | medium dark skin tone | office | white collar | worker | 中等 深肤色 | 商人 | 建筑师 | 白领 | 经理
🧑🏿‍💼	office worker: dark skin tone	白领: 较深肤色	office worker dark skin tone | 白领 较深肤色 | architect | business | dark skin tone | manager | office | white collar | worker | 商人 | 建筑师 | 白领 | 经理 | 较深肤色
👨‍💼	man office worker	男白领	man office worker | 男白领 | architect | business | man | manager | office | white collar | worker | 商人 | 建筑师 | 男 | 白领 | 经理
👨🏻‍💼	man office worker: light skin tone	男白领: 较浅肤色	man office worker light skin tone | 男白领 较浅肤色 | architect | business | light skin tone | man | manager | office | white collar | worker | 商人 | 建筑师 | 男 | 男白领 | 白领 | 经理 | 较浅肤色
👨🏼‍💼	man office worker: medium-light skin tone	男白领: 中等-浅肤色	man office worker medium light skin tone | 男白领 中等 浅肤色 | architect | business | man | manager | medium light skin tone | office | white collar | worker | 中等 浅肤色 | 商人 | 建筑师 | 男 | 男白领 | 白领 | 经理
👨🏽‍💼	man office worker: medium skin tone	男白领: 中等肤色	man office worker medium skin tone | 男白领 中等肤色 | architect | business | man | manager | medium skin tone | office | white collar | worker | 中等肤色 | 商人 | 建筑师 | 男 | 男白领 | 白领 | 经理
👨🏾‍💼	man office worker: medium-dark skin tone	男白领: 中等-深肤色	man office worker medium dark skin tone | 男白领 中等 深肤色 | architect | business | man | manager | medium dark skin tone | office | white collar | worker | 中等 深肤色 | 商人 | 建筑师 | 男 | 男白领 | 白领 | 经理
👨🏿‍💼	man office worker: dark skin tone	男白领: 较深肤色	man office worker dark skin tone | 男白领 较深肤色 | architect | business | dark skin tone | man | manager | office | white collar | worker | 商人 | 建筑师 | 男 | 男白领 | 白领 | 经理 | 较深肤色
👩‍💼	woman office worker	女白领	woman office worker | 女白领 | architect | business | manager | office | white collar | woman | worker | 人物 | 商人 | 女 | 建筑师 | 白领 | 经理
👩🏻‍💼	woman office worker: light skin tone	女白领: 较浅肤色	woman office worker light skin tone | 女白领 较浅肤色 | architect | business | light skin tone | manager | office | white collar | woman | worker | 人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理 | 较浅肤色
👩🏼‍💼	woman office worker: medium-light skin tone	女白领: 中等-浅肤色	woman office worker medium light skin tone | 女白领 中等 浅肤色 | architect | business | manager | medium light skin tone | office | white collar | woman | worker | 中等 浅肤色 | 人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理
👩🏽‍💼	woman office worker: medium skin tone	女白领: 中等肤色	woman office worker medium skin tone | 女白领 中等肤色 | architect | business | manager | medium skin tone | office | white collar | woman | worker | 中等肤色 | 人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理
👩🏾‍💼	woman office worker: medium-dark skin tone	女白领: 中等-深肤色	woman office worker medium dark skin tone | 女白领 中等 深肤色 | architect | business | manager | medium dark skin tone | office | white collar | woman | worker | 中等 深肤色 | 人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理
👩🏿‍💼	woman office worker: dark skin tone	女白领: 较深肤色	woman office worker dark skin tone | 女白领 较深肤色 | architect | business | dark skin tone | manager | office | white collar | woman | worker | 人物 | 商人 | 女 | 女白领 | 建筑师 | 白领 | 经理 | 较深肤色
🧑‍🔬	scientist	科学家	scientist | 科学家 | biologist | chemist | engineer | mathematician | physicist | 化学家 | 工程学家 | 物理学家 | 生物学家
🧑🏻‍🔬	scientist: light skin tone	科学家: 较浅肤色	scientist light skin tone | 科学家 较浅肤色 | biologist | chemist | engineer | light skin tone | mathematician | physicist | scientist | 化学家 | 工程学家 | 物理学家 | 生物学家 | 科学家 | 较浅肤色
🧑🏼‍🔬	scientist: medium-light skin tone	科学家: 中等-浅肤色	scientist medium light skin tone | 科学家 中等 浅肤色 | biologist | chemist | engineer | mathematician | medium light skin tone | physicist | scientist | 中等 浅肤色 | 化学家 | 工程学家 | 物理学家 | 生物学家 | 科学家
🧑🏽‍🔬	scientist: medium skin tone	科学家: 中等肤色	scientist medium skin tone | 科学家 中等肤色 | biologist | chemist | engineer | mathematician | medium skin tone | physicist | scientist | 中等肤色 | 化学家 | 工程学家 | 物理学家 | 生物学家 | 科学家
🧑🏾‍🔬	scientist: medium-dark skin tone	科学家: 中等-深肤色	scientist medium dark skin tone | 科学家 中等 深肤色 | biologist | chemist | engineer | mathematician | medium dark skin tone | physicist | scientist | 中等 深肤色 | 化学家 | 工程学家 | 物理学家 | 生物学家 | 科学家
🧑🏿‍🔬	scientist: dark skin tone	科学家: 较深肤色	scientist dark skin tone | 科学家 较深肤色 | biologist | chemist | dark skin tone | engineer | mathematician | physicist | scientist | 化学家 | 工程学家 | 物理学家 | 生物学家 | 科学家 | 较深肤色
👨‍🔬	man scientist	男科学家	man scientist | 男科学家 | biologist | chemist | engineer | man | mathematician | physicist | scientist | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 科学家
👨🏻‍🔬	man scientist: light skin tone	男科学家: 较浅肤色	man scientist light skin tone | 男科学家 较浅肤色 | biologist | chemist | engineer | light skin tone | man | mathematician | physicist | scientist | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家 | 较浅肤色
👨🏼‍🔬	man scientist: medium-light skin tone	男科学家: 中等-浅肤色	man scientist medium light skin tone | 男科学家 中等 浅肤色 | biologist | chemist | engineer | man | mathematician | medium light skin tone | physicist | scientist | 中等 浅肤色 | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家
👨🏽‍🔬	man scientist: medium skin tone	男科学家: 中等肤色	man scientist medium skin tone | 男科学家 中等肤色 | biologist | chemist | engineer | man | mathematician | medium skin tone | physicist | scientist | 中等肤色 | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家
👨🏾‍🔬	man scientist: medium-dark skin tone	男科学家: 中等-深肤色	man scientist medium dark skin tone | 男科学家 中等 深肤色 | biologist | chemist | engineer | man | mathematician | medium dark skin tone | physicist | scientist | 中等 深肤色 | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家
👨🏿‍🔬	man scientist: dark skin tone	男科学家: 较深肤色	man scientist dark skin tone | 男科学家 较深肤色 | biologist | chemist | dark skin tone | engineer | man | mathematician | physicist | scientist | 化学家 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 男 | 男科学家 | 科学家 | 较深肤色
👩‍🔬	woman scientist	女科学家	woman scientist | 女科学家 | biologist | chemist | engineer | mathematician | physicist | scientist | woman | 化学家 | 女 | 工程学家 | 工程师 | 数学家 | 物理学家 | 生物学家 | 科学家
